"Hugo_Symbol","M1","M2","pval","or","ci.up","ci.low","adjPval"
"PRSS3",5,3,1,0.892895781546288,5.89150494696745,0.168915388872569,1
"PRSS58",7,4,1,0.938155815455862,4.50088638437942,0.230483610726595,1
"PSG8",9,5,1,0.965730887700667,3.79489479084319,0.279498089954906,1
"PTPN14",6,3,1,1.07760442423058,6.82913700236859,0.22327485600935,1
"PTPRC",16,9,1,0.950814578942886,2.56197787520674,0.374805837780518,1
"PTPRH",9,4,1,1.2208439579484,5.59363974797328,0.328259049826759,1
"PTPRK",13,7,1,0.998064155449373,3.08036332997825,0.352858095325988,1
"PTPRN",6,3,1,1.07760442423058,6.82913700236859,0.22327485600935,1
"PTPRT",16,9,1,0.950814578942886,2.56197787520674,0.374805837780518,1
"PTPRU",9,4,1,1.2208439579484,5.59363974797328,0.328259049826759,1
"PTPRZ1",7,4,1,0.938155815455862,4.50088638437942,0.230483610726595,1
"PUM1",6,3,1,1.07760442423058,6.82913700236859,0.22327485600935,1
"PUS7",5,2,1,1.35324648684234,14.5028722134504,0.215871898369936,1
"QSOX2",5,3,1,0.892895781546288,5.89150494696745,0.168915388872569,1
"R3HDM2",6,3,1,1.07760442423058,6.82913700236859,0.22327485600935,1
"RALGAPA2",5,2,1,1.35324648684234,14.5028722134504,0.215871898369936,1
"RALGAPB",10,5,1,1.07967474752805,4.1665939942807,0.322871117345178,1
"RAP1GAP2",5,2,1,1.35324648684234,14.5028722134504,0.215871898369936,1
"RASSF6",5,2,1,1.35324648684234,14.5028722134504,0.215871898369936,1
"RBMS3",5,2,1,1.35324648684234,14.5028722134504,0.215871898369936,1
"RBMXL2",5,3,1,0.892895781546288,5.89150494696745,0.168915388872569,1
"RBPJL",5,2,1,1.35324648684234,14.5028722134504,0.215871898369936,1
"RECQL4",5,2,1,1.35324648684234,14.5028722134504,0.215871898369936,1
"REN",6,3,1,1.07760442423058,6.82913700236859,0.22327485600935,1
"RERE",8,4,1,1.0786259448525,5.044068019093,0.278791781406012,1
"RET",9,4,1,1.2208439579484,5.59363974797328,0.328259049826759,1
"RFPL3",6,3,1,1.07760442423058,6.82913700236859,0.22327485600935,1
"RGR",5,2,1,1.35324648684234,14.5028722134504,0.215871898369936,1
"RGS12",5,2,1,1.35324648684234,14.5028722134504,0.215871898369936,1
"RGS22",6,3,1,1.07760442423058,6.82913700236859,0.22327485600935,1
"RGS7BP",5,2,1,1.35324648684234,14.5028722134504,0.215871898369936,1
"RHAG",10,5,1,1.07967474752805,4.1665939942807,0.322871117345178,1
"RHPN2",5,2,1,1.35324648684234,14.5028722134504,0.215871898369936,1
"RIN1",5,3,1,0.892895781546288,5.89150494696745,0.168915388872569,1
"RIPK4",6,3,1,1.07760442423058,6.82913700236859,0.22327485600935,1
"RNF17",17,9,1,1.0170246926015,2.71875759701433,0.405807119179448,1
"RNF213",14,8,1,0.935190214214403,2.69095470155175,0.348114397099801,1
"RNMT",5,2,1,1.35324648684234,14.5028722134504,0.215871898369936,1
"ROBO2",10,5,1,1.07967474752805,4.1665939942807,0.322871117345178,1
"ROBO3",5,2,1,1.35324648684234,14.5028722134504,0.215871898369936,1
"ROBO4",5,3,1,0.892895781546288,5.89150494696745,0.168915388872569,1
"ROS1",25,13,1,1.03972542295109,2.35351157363819,0.478265919658409,1
"RPN2",5,2,1,1.35324648684234,14.5028722134504,0.215871898369936,1
"RPTOR",5,3,1,0.892895781546288,5.89150494696745,0.168915388872569,1
"RRAD",5,2,1,1.35324648684234,14.5028722134504,0.215871898369936,1
"RUNX1T1",11,6,1,0.984396648525499,3.36745722030887,0.319486401951442,1
"SALL1",17,9,1,1.0170246926015,2.71875759701433,0.405807119179448,1
"SARDH",5,2,1,1.35324648684234,14.5028722134504,0.215871898369936,1
"SASH1",6,3,1,1.07760442423058,6.82913700236859,0.22327485600935,1
"SATL1",5,2,1,1.35324648684234,14.5028722134504,0.215871898369936,1
"SCARF1",5,3,1,0.892895781546288,5.89150494696745,0.168915388872569,1
"SCEL",6,3,1,1.07760442423058,6.82913700236859,0.22327485600935,1
"SCN2A",19,10,1,1.02401582766381,2.59740498370326,0.427246557100747,1
"SCN7A",13,7,1,0.998064155449373,3.08036332997825,0.352858095325988,1
"SCRIB",8,4,1,1.0786259448525,5.044068019093,0.278791781406012,1
"SCTR",6,3,1,1.07760442423058,6.82913700236859,0.22327485600935,1
"SDK2",12,6,1,1.08075194159642,3.64735942319755,0.358935793882192,1
"SEL1L3",5,2,1,1.35324648684234,14.5028722134504,0.215871898369936,1
"SELP",9,4,1,1.2208439579484,5.59363974797328,0.328259049826759,1
"SEPP1",5,3,1,0.892895781546288,5.89150494696745,0.168915388872569,1
"SERPINA12",5,2,1,1.35324648684234,14.5028722134504,0.215871898369936,1
"SERPINA4",5,2,1,1.35324648684234,14.5028722134504,0.215871898369936,1
"SERPINB10",9,4,1,1.2208439579484,5.59363974797328,0.328259049826759,1
"SERPINB13",6,3,1,1.07760442423058,6.82913700236859,0.22327485600935,1
"SETBP1",12,6,1,1.08075194159642,3.64735942319755,0.358935793882192,1
"SGCG",5,3,1,0.892895781546288,5.89150494696745,0.168915388872569,1
"SH2D3A",5,2,1,1.35324648684234,14.5028722134504,0.215871898369936,1
"SH3RF1",6,3,1,1.07760442423058,6.82913700236859,0.22327485600935,1
